 8.87988, 14.97266, 613.93750, 24.13574, -0.92990, -2.77698
 8.60645, 14.52295, 613.93750, 24.28613, -0.79565, -2.73938
 7.97388, 14.16504, 614.62500, 24.25488, -0.89087, -2.72107
 8.69482, 14.34277, 613.53125, 24.02344, -0.90073, -2.85095
 8.60400, 14.16357, 613.18750, 24.16504, -0.76013, -2.83215
 8.06152, 13.89551, 613.53125, 24.17480, -0.88858, -2.85071
 7.97144, 13.89600, 613.53125, 23.95117, -0.82007, -2.85095
 8.24219, 13.98486, 613.18750, 23.54297, -0.73807, -2.81677
 8.60352, 13.98291, 615.34375, 23.58691, -0.90143, -2.85400
 7.88208, 13.72217, 617.12500, 23.46387, -0.74640, -2.92761
 8.41895, 13.27002, 615.68750, 23.30176, -0.76303, -2.92810
 7.79175, 13.99365, 613.18750, 23.36230, -0.79163, -2.89124
 8.23877, 13.36133, 613.90625, 23.16211, -0.59225, -2.90942
 8.05859, 13.18115, 616.40625, 23.30566, -0.73987, -2.89087
 7.33862, 13.45508, 614.62500, 23.11328, -0.66241, -2.90967
 7.69556, 12.91309, 614.96875, 23.13477, -0.46700, -2.92773
 7.15479, 12.82520, 615.31250, 22.82324, -0.59564, -2.96521
 7.15747, 13.36572, 613.90625, 22.93945, -0.41786, -2.98328
 7.78540, 13.09326, 612.46875, 22.94922, -0.50333, -2.98364
 7.33594, 13.00439, 614.96875, 22.54785, -0.66153, -2.98438
 7.33594, 13.00439, 614.96875, 22.77246, -0.37288, -3.03906
 7.06299, 12.55518, 615.31250, 22.70020, -0.23811, -3.07568
 7.14868, 12.01563, 613.18750, 22.76465, -0.34526, -2.98352
 7.15210, 12.28418, 617.12500, 22.80176, -0.15979, -2.94580
 6.52075, 12.19678, 616.75000, 22.58008, -0.11260, -2.96436
 6.88013, 12.10547, 615.68750, 22.44922, -0.09991, -3.03870
 6.42944, 12.10791, 615.31250, 22.67285, -0.22619, -3.05725
 6.70044, 12.01563, 617.46875, 22.76660, -0.10438, -3.01965
 6.60645, 11.56641, 616.03125, 22.64844,  0.14316, -3.07495
 6.33643, 11.65771, 615.65625, 22.64551, -0.08438, -3.09399
 6.69580, 11.29541, 617.81250, 22.34375,  0.00510, -3.09387
 5.88452, 11.29883, 616.75000, 22.57031,  0.22462, -3.05615
 6.60596, 11.20459, 619.21875, 22.30469,  0.32825, -3.01904
 6.24146, 10.93750, 614.96875, 22.44922,  0.38083, -3.07214
 6.33350, 11.02686, 617.46875, 22.26563,  0.45982, -3.00061
 6.14453, 10.84766, 617.09375, 22.13770,  0.41612, -3.07483
 5.97290, 10.93750, 618.15625, 22.31543,  0.48297, -3.03735
 5.52051, 10.57910, 618.50000, 22.41797,  0.46631, -3.01880
 5.78271, 10.48779, 618.50000, 22.15234,  0.51270, -3.01904
 5.51343, 10.57910, 618.90625, 22.14844,  0.50259, -3.07446
 5.33228, 10.49023, 618.15625, 21.92676,  0.63898, -3.00061
 5.78320, 10.48779, 619.56250, 21.92676,  0.73056, -3.07410
 5.32983, 10.13037, 618.15625, 21.98535,  0.81970, -3.00000
 5.14819,  9.95117, 617.43750, 21.85742,  0.81189, -2.98157
 5.32788,  9.76953, 619.21875, 21.86523,  0.96582, -2.98120
 5.41992, 10.12939, 618.50000, 21.80566,  1.04010, -2.94421
 5.05737,  9.68018, 619.90625, 21.59766,  1.06458, -2.90735
 4.51758,  9.77246, 619.56250, 21.72949,  1.07910, -2.85168
 4.87695,  9.68115, 619.21875, 21.50781,  1.05664, -2.96289
 5.05859,  9.77002, 620.62500, 21.54980,  1.31793, -2.79590
 4.69629,  9.59131, 619.56250, 21.78223,  1.26660, -2.92529
 4.33691,  9.50195, 622.40625, 21.55859,  1.36487, -2.94373
 4.51343,  9.14209, 619.56250, 21.43750,  1.47650, -2.87000
 4.32690,  8.24268, 618.87500, 21.56152,  1.64978, -2.83276
 4.60132,  8.69873, 620.96875, 21.09473,  1.66284, -2.87000
 4.50830,  8.42188, 618.81250, 21.15039,  1.72876, -2.81445
 4.14819,  8.42334, 619.21875, 21.19434,  1.78741, -2.90674
 4.05835,  8.43066, 619.56250, 21.05957,  1.92853, -2.83276
 4.23804,  8.34033, 619.90625, 20.97266,  1.93616, -2.79565
 3.69800,  8.43262, 619.56250, 20.92383,  2.05884, -2.85107
 4.13867,  7.97998, 620.62500, 20.76172,  2.04199, -2.70325
 4.32031,  8.15918, 621.34375, 20.84375,  2.23010, -2.88782
 3.68640,  7.62134, 621.68750, 20.77441,  2.20667, -2.79529
 3.77820,  7.80078, 622.75000, 20.63477,  2.57214, -2.68396
 3.14832,  7.98364, 621.68750, 20.49121,  2.29346, -2.74268
 3.32605,  7.80371, 619.21875, 20.40820,  2.47754, -2.68726
 3.77441,  7.35107, 620.96875, 20.24512,  2.67847, -2.68689
 3.05640,  7.71387, 621.68750, 20.27734,  2.61499, -2.63135
 3.68616,  7.71191, 619.90625, 20.36719,  2.70923, -2.66821
 2.96533,  7.53418, 622.06250, 20.10254,  2.72034, -2.74243
 2.78381,  7.26440, 622.75000, 20.06836,  2.82300, -2.64966
 2.60278,  7.17554, 622.06250, 20.02637,  2.88721, -2.63123
 3.05310,  7.26392, 620.96875, 19.93359,  3.01123, -2.63123
 2.78064,  6.72388, 623.46875, 20.04297,  3.07678, -2.66772
 2.59790,  6.36475, 622.75000, 19.96680,  3.14160, -2.68640
 2.78467,  7.44482, 622.06250, 19.88086,  3.29065, -2.66797
 2.24060,  6.81616, 623.09375, 19.72559,  3.37976, -2.64929
 2.77527,  7.08423, 622.75000, 19.71484,  3.61633, -2.61169
 2.32227,  6.72607, 622.40625, 19.68164,  3.63489, -2.51941
 2.23474,  7.09399, 622.71875, 19.31055,  3.66736, -2.53833
 2.23364,  6.91382, 622.71875, 19.31738,  3.66760, -2.53833
 2.31946,  6.28320, 622.37500, 19.29492,  3.70728, -2.50122
 2.41040,  6.37256, 623.06250, 19.33789,  3.85596, -2.55640
 1.96606,  7.18433, 624.87500, 19.35156,  4.12866, -2.53723
 1.87036,  6.46484, 622.71875, 19.06445,  3.97876, -2.59607
 1.78186,  6.73560, 622.37500, 19.27734,  4.26294, -2.66687
 1.60144,  6.64600, 623.06250, 19.28125,  4.29321, -2.64832
 1.78137,  6.55518, 623.78125, 19.05957,  4.30127, -2.54004
 1.78192,  6.64526, 623.78125, 19.14551,  4.26514, -2.50305
 1.60016,  6.28516, 625.21875, 18.84570,  4.51294, -2.57678
 1.23999,  6.37695, 624.50000, 18.93066,  4.60596, -2.68750
 1.23602,  5.74658, 624.50000, 18.86426,  4.78711, -2.48401
 1.86963,  6.37500, 622.37500, 18.84082,  4.84399, -2.57654
 0.42645,  6.02051, 623.43750, 18.89941,  4.97021, -2.68713
 0.69012,  6.01880, 625.21875, 18.53906,  4.91089, -2.50256
 1.49799,  5.74609, 622.71875, 18.28125,  5.08350, -2.63208
 0.87012,  6.01807, 624.87500, 18.35938,  5.06177, -2.66895
 0.41913,  5.92993, 624.87500, 18.27246,  5.15234, -2.61316
 0.96097,  6.10767, 625.21875, 18.12988,  5.35425, -2.74500
 1.22876,  5.74658, 624.87500, 18.09961,  5.47290, -2.59705
 0.50903,  5.74878, 627.00000, 18.00977,  5.48364, -2.44885
 0.77582,  5.38818, 624.50000, 17.79883,  5.41919, -2.59753
 1.22546,  5.12329, 626.65625, 17.76270,  5.87256, -2.43018
 0.50839,  5.75659, 625.56250, 17.73926,  5.69824, -2.43042
 0.68872,  5.75586, 625.90625, 17.42383,  5.81421, -2.57849
 0.77557,  5.30542, 625.21875, 17.62109,  6.06934, -2.44861
 0.86813,  5.66504, 625.56250, 17.38184,  5.96509, -2.48596
 0.67960,  5.39526, 627.34375, 17.16797,  6.24927, -2.50403
